Unique Entry ID,Name,Catalog,Source,Source Notes,Seasonal Availability,Buy,Item Type
jcoFwhGbeSCuA6tF6,fan palm,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1200,housewares
AE2xaj3efPEFwb8Nz,fan palm,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1200,housewares
PTHJBNrYLxPZMZxSz,fan palm,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1200,housewares
gSuzw3t2w9nxp8vue,festive tree,Not for sale,Crafting,,Not Applicable,NFS,housewares
hu6yAZy5jTQf8FvAs,festive tree,Not for sale,Crafting,,Not Applicable,NFS,housewares
xtdZ6k5CAku5t3ghW,festive tree,Not for sale,Crafting,,Not Applicable,NFS,housewares
PsPq3avhppmm3SFtC,festive tree,Not for sale,Crafting,,Not Applicable,NFS,housewares
vnYixrJvNXmhaSvAz,festive tree,Not for sale,Crafting,,Not Applicable,NFS,housewares
tTxTcDTaEnZYRnhau,festive tree,Not for sale,Crafting,,Not Applicable,NFS,housewares
bvgeNiWoQhCG3jvRK,fire pit,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,96000,housewares
F3ahpcpD4AwZGwkQr,fireplace,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,5900,housewares
fBiTXxx9XbwmtZx6w,fireplace,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,5900,housewares
xkjuup2A4knmD8Ljc,fireplace,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,5900,housewares
yTmsJqwt6nTgEetbo,fireplace,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,5900,housewares
nFiJt2xARLJeqh6be,fish-drying rack,Not for sale,Fishing Tourney,,Not Applicable,NFS,housewares
vJAZZNuuCPTn6ZHoE,fish-drying rack,Not for sale,Fishing Tourney,,Not Applicable,NFS,housewares
HJ2ED2N53xRudjShv,fish-drying rack,Not for sale,Fishing Tourney,,Not Applicable,NFS,housewares
iDRZqrHyizsu6d9Si,fishing-rod stand,Not for sale,Fishing Tourney,,Not Applicable,NFS,housewares
QbhL3eAgGGgTSiS6h,fishing-rod stand,Not for sale,Fishing Tourney,,Not Applicable,NFS,housewares
DoZ8JujCxSemiRdC9,fishing-rod stand,Not for sale,Fishing Tourney,,Not Applicable,NFS,housewares
DYY8kcxGMJsDCtxHx,flashy-flower sign,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1800,housewares
SCXWsWzbce78LBsQw,flashy-flower sign,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1800,housewares
XorpYKuHZgG6QsXSM,flashy-flower sign,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1800,housewares
QGJxqYgMSPYCnbN9D,flat garden rock,Not for sale,Crafting,,Not Applicable,NFS,housewares
LZBQBncGemMuS3oF9,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
uRkGHPLxwxTR4usRt,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
FXvypZuTSERWKgQjD,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
9LXXxjrgxfgFzdLzv,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
BRpWziTBW3yDjzvwn,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
uZrNzxX6TGhr65uxb,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
dYH2dTHy4n3ncP589,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
wgDkJHPc7bg36vQsP,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
vwy9Lscd5hCf4HbER,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
cbcPFcCG3ZndRbM3L,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
mN5oqsyjS569MrzWR,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
vrZ2cRj2c9npkcrA5,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
aNbdbk2EM42cP8YJe,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
QfrSHayK8hrApaNWx,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
BN7aho3MLtm78jNBa,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
cHeBmG6jbei7NDD6K,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
Cwjhn45cgsWdw7E44,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
b6GArHycdzQhKwY9r,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
AStdC6KAzxAqYej68,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
eBLomgnf2DbuMfmFS,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
gG3gBF7Z3hCix7swG,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
M2aFeeSv2y2SeKSvm,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
coxxPX5MswZLThBSD,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
57PCaKv4GzREmotab,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
Nz2JCeXiKWFMYC76S,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
M42csmHrejKRmFoG7,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
BKvxXqmGno7DHKNsi,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
uYAL73aMKbmbhwH95,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
QbwcjMPQScifahyGf,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
NvYNMiTSgb4Njh3RA,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
cztYdwuZeTNooPXJq,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
393s7Wpb5WbNZcDjG,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,housewares
aYgaHfuxQkPEuaaPh,floor light,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2200,housewares
DnHBHGGjghcqphJ2C,floor light,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2200,housewares
fQmMvwkd3ZLZ3a7qq,floor light,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2200,housewares
HxdsmgNZs943STtey,floor light,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2200,housewares
vLsdnN6rNEzb3Jge2,floor light,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2200,housewares
hv4fueX9Gwj2CGhn4,floor light,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2200,housewares
jCyKGDete64CteGDB,floor light,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2200,housewares
PtcjYAxdpgyCCY8KB,floor light,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2200,housewares
D3xfAqv6A3YsQf2Yy,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,housewares
yDyjiXQdBs3X3uKrq,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,housewares
sjfLNA78iWEe9bpqd,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,housewares
KD9tGwfbJNqSJK64b,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,housewares
nqBxpQ2NPKmqSZKTR,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,housewares
CMYnLYNa22wjbTH3h,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,housewares
szskCTxgyHm9aYjSF,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,housewares
7xAtqDL6MrtFXo765,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,housewares
FAcxLtbtKSERoDjHP,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,housewares
KRAJEaRTRpjxpkLYN,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,housewares
8Wr2iPJpTXPZ2tui8,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,housewares
x6LuJfKyex6nLrMeh,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,housewares
fuy7uYsthuoTM52to,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,housewares
yceSinLhFrqjmQi6L,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,housewares
bC3jARDiDXiEkyX4C,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,housewares
cwJyrho47yLvta8vc,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,housewares
hqn2JpoAtM646Nxcf,flower stand,Not for sale,Crafting,,Not Applicable,NFS,housewares
kumFCSAoDGkKX4wEH,flower stand,Not for sale,Crafting,,Not Applicable,NFS,housewares
DYT97hfpZ3MJE5Y6K,flower stand,Not for sale,Crafting,,Not Applicable,NFS,housewares
zBGNqqy3fYyGdtwdg,flower stand,Not for sale,Crafting,,Not Applicable,NFS,housewares
LuqNCPZ8dHXt77uFL,flower stand,Not for sale,Crafting,,Not Applicable,NFS,housewares
zzb9ZD2EGhJdhc3Kk,flower stand,Not for sale,Crafting,,Not Applicable,NFS,housewares
PMaHt86wJE9MtfKhB,flower stand,Not for sale,Crafting,,Not Applicable,NFS,housewares
i2woyoFt24qq9kjdX,flying saucer,Not for sale,Crafting,,Not Applicable,NFS,housewares
SWcvBARb258vbt6yL,folding chair,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,920,housewares
zLxXdii2GoDbajqBS,folding chair,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,920,housewares
tFJx9LLDDZR6qKv9Z,folding chair,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,920,housewares
pC7yRpSKxb3ZZafxR,folding chair,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,920,housewares
ZqwfxZeoEHc3cYjDB,folding chair,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,920,housewares
LCc3TcnL62PjBdFmY,folding chair,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,920,housewares
NwHxqHMnAFFwbxWsT,folding floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1900,housewares
A95kPgrRHvujws7aS,folding floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1900,housewares
3jbTXHcE8o5W4Wbkb,folding floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1900,housewares
H4sXo8XQAbmJSfwZw,folding floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1900,housewares
i7kf6PsMey8oZjTpQ,folding floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1900,housewares
vi8AcjCoLYdvDckPY,folding floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1900,housewares
6iGgFrBxfvaMKMFYH,folding floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1900,housewares
RCsdHn6DjwET2n3mE,folding floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1900,housewares
7w7if4ionFjWjDNrq,foosball table,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2300,housewares
LoYefEQbabXap6FsP,foosball table,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2300,housewares
c6mArbBWdkrqdMB8Q,foosball table,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2300,housewares
uS9i6ufNShhQfaB2r,fortune-cookie cart,Not in catalog,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",Not Applicable,2600,housewares
yfGHnLgyM5KWn5pi5,fountain,Not for sale,Crafting,,Not Applicable,NFS,housewares
gw4pSsASsq2JKJ2SK,fountain,Not for sale,Crafting,,Not Applicable,NFS,housewares
mbHXRqiHygK4t5ofg,fountain,Not for sale,Crafting,,Not Applicable,NFS,housewares
JsTAtyiFE3LtFyXAa,fountain,Not for sale,Crafting,,Not Applicable,NFS,housewares
ekRn9sg5PBfZm4mRY,freezer,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3500,housewares
Y7bM4PzgP3Y6fE3Sk,freezer,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3500,housewares
