Unique Entry ID,Name,Catalog,Source,Source Notes,Seasonal Availability,Buy,Genuine,Item Type
jHpBTBccqHXqxqF4R,stellar jumpsuit,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1600,Not Applicable,dress-up
vNzDtamSgKT5u3e4X,stellar jumpsuit,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1600,Not Applicable,dress-up
PLDJQPLprXStLPmEo,stellar jumpsuit,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1600,Not Applicable,dress-up
op4sMXoYctMTMms6h,stellar jumpsuit,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1600,Not Applicable,dress-up
7oMiNHiEz3butFLdC,stone-egg outfit,Not for sale,Crafting,,All Year,NFS,Not Applicable,dress-up
pNhmMrgCyz4xZJCcr,strawberry dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1800,Not Applicable,dress-up
k8SzeWrkb2R9Rq29k,striped dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1600,Not Applicable,dress-up
AtDKcPxpwpusE9xff,striped dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1600,Not Applicable,dress-up
8pP8iHgzvSdy57yff,striped dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1600,Not Applicable,dress-up
xBrcRrBTEQzhxDp27,striped dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1600,Not Applicable,dress-up
B3mB3hBQ3rXyzNaJr,striped dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1600,Not Applicable,dress-up
9S4ZB7MgzZmiY6yZw,striped dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1600,Not Applicable,dress-up
sowdQdeEo3NcXXyi4,striped dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1600,Not Applicable,dress-up
7bbuxDsKzXH8RLQWp,striped dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1600,Not Applicable,dress-up
bQnhA4LroLryGj5CT,striped halter dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1500,Not Applicable,dress-up
BYLxXcyq29Bip2MSj,striped halter dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1500,Not Applicable,dress-up
hNu44KnmBXog8JrkC,striped halter dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1500,Not Applicable,dress-up
zyfDB5e3txdaoGB9Z,striped halter dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1500,Not Applicable,dress-up
6LWBteQMkif5vtx9T,striped maxi dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1400,Not Applicable,dress-up
khh4v9EEnS8wnEr6C,striped maxi dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1400,Not Applicable,dress-up
KWQLF7SKgSnFc9GzE,striped maxi dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1400,Not Applicable,dress-up
S9mGKjrbgmatknCJp,striped maxi dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1400,Not Applicable,dress-up
noXLfbTbxoE67D4hA,stylish jumpsuit,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,2100,Not Applicable,dress-up
5FKvKz54hm723GK9B,stylish jumpsuit,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,2100,Not Applicable,dress-up
s5qhiuNxY7s3BAHC7,stylish jumpsuit,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,2100,Not Applicable,dress-up
TietcQ35K3xvXYrWv,stylish jumpsuit,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,2100,Not Applicable,dress-up
94DmCuRGd4mFdGMyZ,stylish jumpsuit,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,2100,Not Applicable,dress-up
nksnAeQbzLJGgnWaf,suit of lights,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2520,Not Applicable,dress-up
e4QABcKg8zWZbQZuM,suit of lights,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2520,Not Applicable,dress-up
tR83oeqzpe7Yw4Drf,suit of lights,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2520,Not Applicable,dress-up
38XHCS3nmLXnthsPe,suit of lights,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2520,Not Applicable,dress-up
4ysGeSFH2FaZW7sPi,suit of lights,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2520,Not Applicable,dress-up
4Nq3p7TmykyKnqnBq,suit with stand-up collar,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1800,Not Applicable,dress-up
ag8zvhRSMjHXZg72H,suit with stand-up collar,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1800,Not Applicable,dress-up
HgHRXi8dLSbjsXwYE,suit with stand-up collar,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1800,Not Applicable,dress-up
BncnM5Ny97bTZPwYY,suit with stand-up collar,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1800,Not Applicable,dress-up
ez9RRPbuebxXe5dcF,sunflower dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1500,Not Applicable,dress-up
pzCD5hEGe97653ZKB,sunflower dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1500,Not Applicable,dress-up
iXPxerNqpsTjkwed6,sunflower dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1500,Not Applicable,dress-up
62LLmjmBRQSkAPSPT,superhero uniform,For sale,Able Sisters,Available from Able Sisters shop only,All Year,3640,Not Applicable,dress-up
ssWu6a3nftC77rCDn,superhero uniform,For sale,Able Sisters,Available from Able Sisters shop only,All Year,3640,Not Applicable,dress-up
Nryqdz8jDL6ShaRst,superhero uniform,For sale,Able Sisters,Available from Able Sisters shop only,All Year,3640,Not Applicable,dress-up
3cCrJwA2zaZDr8ZmF,superhero uniform,For sale,Able Sisters,Available from Able Sisters shop only,All Year,3640,Not Applicable,dress-up
YxBtGrK5ioQki5irk,suspender outfit,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1900,Not Applicable,dress-up
uKvphqcJQ4avZXurv,suspender outfit,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1900,Not Applicable,dress-up
6gudRaQbCXiHwpA4J,suspender outfit,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1900,Not Applicable,dress-up
XQkDviKtvYmPYBtCp,suspender outfit,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1900,Not Applicable,dress-up
3ezeLjvNrDStX9uew,suspender outfit,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1900,Not Applicable,dress-up
2v8jNW2Kh3H7nkZPg,sweater dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,1470,Not Applicable,dress-up
Q87hhz8nTtAd9KJgB,sweater dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,1470,Not Applicable,dress-up
ujgvGBF88x82HtJzH,sweater dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,1470,Not Applicable,dress-up
Yrv7bfwGNXfzrYZ3E,sweet dress,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2700,Not Applicable,dress-up
JKFW5b6hhdpetxynw,sweet dress,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2700,Not Applicable,dress-up
oMeCzR5LtTqcAi46T,sweetheart dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1600,Not Applicable,dress-up
edYDKbgKaiqGKWXDj,sweetheart dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1600,Not Applicable,dress-up
zwLZ9zybcGNDQmt9r,sweetheart dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1600,Not Applicable,dress-up
ESQDqdF8dFyo68Kr5,sweetheart dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1600,Not Applicable,dress-up
32n3WfzP7GQeGvBrE,sweetheart dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1600,Not Applicable,dress-up
BprKNLQFLnCrqJcib,tango dress,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2600,Not Applicable,dress-up
7hhyw8RsefYkrtFgt,tango dress,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2600,Not Applicable,dress-up
zZxLfPRGQtZN4suEN,tango dress,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2600,Not Applicable,dress-up
xpnNT7ezkqEGSpEp3,tango dress,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2600,Not Applicable,dress-up
qCY6o6iYiwbHWMNzH,tango dress,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2600,Not Applicable,dress-up
ym65t9BuCJZomJ7dv,tango dress,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2600,Not Applicable,dress-up
uP7oK4GMd7KE3z723,tee dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1500,Not Applicable,dress-up
WkSnZbnr2ZD9mxnQa,tee dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1500,Not Applicable,dress-up
Y5nxPXj6GJJEC3eH3,tee dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1500,Not Applicable,dress-up
ctRP6x3xsCaANRKEG,tee dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1500,Not Applicable,dress-up
gt5kWBvPBtXEeFyHk,tee dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1500,Not Applicable,dress-up
LFi6EScuAF7vz7eq6,tee dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1500,Not Applicable,dress-up
vQNGFq2nRMTWpzKCA,tiger-face tee dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1200,Not Applicable,dress-up
qg8G9hSMvLDDMd94J,tiger-face tee dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1200,Not Applicable,dress-up
gyApPxgiZiECXD3z4,tiger-face tee dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1200,Not Applicable,dress-up
cYc79javtdKuJmHFY,tiger-face tee dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1200,Not Applicable,dress-up
qicKv8gd3S7AhJoeA,tiger-face tee dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1200,Not Applicable,dress-up
CgtCPJzTRFmQGDgeq,tight punk outfit,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1920,Not Applicable,dress-up
MdftJJNMjsTFrNCkT,tight punk outfit,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1920,Not Applicable,dress-up
JAYjXPPCjbZnNgSsx,toga,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2520,Not Applicable,dress-up
ZLDncjdmLRePe5bqS,toga,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2520,Not Applicable,dress-up
cWn8ZZpwoqWGBTLpu,tropical muumuu,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1800,Not Applicable,dress-up
DAqP2u2cw8biwpwQY,tropical muumuu,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1800,Not Applicable,dress-up
jGJFRa8QvihrvYLsu,tropical muumuu,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1800,Not Applicable,dress-up
TQ2zCN9ccFQ2xw62z,tropical muumuu,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1800,Not Applicable,dress-up
tu6csuWYY939L6iHT,tropical muumuu,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1800,Not Applicable,dress-up
wDxtwQAdiSc24wK4y,tuna-sushi costume,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1920,Not Applicable,dress-up
itQzhak6BKp5iHwGb,tweed dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1600,Not Applicable,dress-up
zXE27nFtkpe9GduTj,tweed dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1600,Not Applicable,dress-up
oJbETtFjGojnocBNb,tweed dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1600,Not Applicable,dress-up
Zwvjd8zzJqhbiTACn,Victorian dress,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2520,Not Applicable,dress-up
kst99iXpr9cX8vMBv,Victorian dress,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2520,Not Applicable,dress-up
Ck4FNxJMWnnPR546s,Victorian dress,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2520,Not Applicable,dress-up
9NMWFcgyYpF33K7gu,Victorian dress,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2520,Not Applicable,dress-up
iAhPasxQcG292i2PM,Victorian dress,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2520,Not Applicable,dress-up
p5GdaCE5TpX2fAwid,Victorian dress,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2520,Not Applicable,dress-up
saDKL8jq7C4ALKtox,visual-punk dress,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2040,Not Applicable,dress-up
omTRcQc5nXbDjLuns,visual-punk outfit,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2040,Not Applicable,dress-up
A4kd9kjpNtpYua87N,water-egg outfit,Not for sale,Crafting,,All Year,NFS,Not Applicable,dress-up
wPvkshyMWbTjNd3o8,watermelon dress,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1500,Not Applicable,dress-up
cDKNzhCQK4dSqwFrS,wedding tuxedo,Not for sale,Wedding Season,,Summer,12000,Not Applicable,dress-up
rnFGTmxH9YcuA2Zng,wizard's robe,For sale,Able Sisters,Available from Able Sisters shop only,All Year,4000,Not Applicable,dress-up
bE78MLZ2XqMF7kCmr,wizard's robe,For sale,Able Sisters,Available from Able Sisters shop only,All Year,4000,Not Applicable,dress-up
9uhWMF8AZ6q2xP667,wood-egg outfit,Not for sale,Crafting,,All Year,NFS,Not Applicable,dress-up
u4gQ3iLFo2Bak3Mnm,wrestler uniform,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1600,Not Applicable,dress-up
gtKAp6zzxK2kDuczn,wrestler uniform,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1600,Not Applicable,dress-up
nk8NaQmeFiLh5Evh7,wrestler uniform,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1600,Not Applicable,dress-up
vRyR2hWbhttg25b4P,wrestler uniform,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1600,Not Applicable,dress-up
4MAjrPENyPKPt9Nvf,wrestler uniform,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1600,Not Applicable,dress-up
Ab95s2qkRJjr3mnhY,wrestler uniform,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1600,Not Applicable,dress-up
ETjjiTgi7MJiCXcyE,wrestling singlet,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1540,Not Applicable,dress-up
4XbP7HPCtJ4gpHKq6,wrestling singlet,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1540,Not Applicable,dress-up
KgGL36svvAxjF6w4G,wrestling singlet,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1540,Not Applicable,dress-up
sEgjZrdSnzgefPNbw,zap suit,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,2760,Not Applicable,dress-up
KKj4RqQvwcbJRoucW,zap suit,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,2760,Not Applicable,dress-up
mArcXNX82yu8c2Rx2,zap suit,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,2760,Not Applicable,dress-up
5cTSxD9oSJq3Scwaz,zap suit,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,2760,Not Applicable,dress-up
dEyPFMasDsEXcSrSk,zap suit,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,2760,Not Applicable,dress-up
7FFQSjvXS2ozNrmn3,zap suit,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,2760,Not Applicable,dress-up
GsuyeK8A6J4L3que6,zap suit,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,2760,Not Applicable,dress-up
Z36jhYQSHnq9kA59e,zap suit,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,2760,Not Applicable,dress-up
